yanıt sayısı,yeniden gönderi sayısı,beğeni sayısı,yer işareti sayısı,görüntülenme sayısı,user_name,nick,date,Tweet,Tweet_Preprocessed,sentiment,score,Ner_results
9,720,7194,111,145746,@TheMedalCount_,The Medal Count,8s,"The Americans have won the Olympic All-Around 6 consecutive times.

2004: Carly Patterson
2008: Nastia Liukin
2012: Gabby Douglas
2016: Simone Biles
2020: Sunisa Lee
2024: Simone Biles",the american have won the olymp allaround 6 consecut time 2004 car patterson 2008 nastia liukin 2012 gabbi dougla 2016 simon bile 2020 sunisa lee 2024 simon bile,neutral,0.6419938206672668,"[{'entity': 'MISC', 'word': 'Americans'}, {'entity': 'MISC', 'word': 'Olympic All - Around'}, {'entity': 'PER', 'word': 'Carly Patterson'}, {'entity': 'PER', 'word': 'Nast'}, {'entity': 'PER', 'word': '##ia Liukin'}, {'entity': 'PER', 'word': 'G'}, {'entity': 'PER', 'word': '##abby Douglas'}, {'entity': 'PER', 'word': 'Simone Biles'}, {'entity': 'PER', 'word': 'Sunisa Lee'}]"
8,60,1198,175,181977,@itsme_urstruly,Itsme,8s,The Vanishing Act: Chinese Olympic Divers Practice Zero-Splash Dives..,the vanish act chines olymp diver practic zerosplash dive,neutral,0.8523367643356323,[]
11,266,2291,14,28766,@gymnastics,FIG,8s,"Two 
@cbginastica
 gymnasts inside the Olympic top 

Flavia and Rebeca. A simply iconic duo. 

#Paris2024 | #Gymnastics",two gymnast insid the olymp top flavia and rebeca a simpli icon duo,neutral,0.5099639892578125,"[{'entity': 'MISC', 'word': 'Olympic'}, {'entity': 'PER', 'word': 'Flavia'}, {'entity': 'PER', 'word': 'Rebeca'}]"
43,187,736,4,138871,@BWFScore,BWFScore,8s,"Paris 2024 Olympic Games Badminton Competition
Women's Singles - Round of 16
11 21 24 Aya OHORI

21 14 22 YEO Jia Min

 in 62 minutes",pari 2024 olymp game badminton competit women singl round of 16 11 21 24 aya ohori 21 14 22 yeo jia min in 62 minut,neutral,0.9419164657592773,"[{'entity': 'LOC', 'word': 'Paris'}, {'entity': 'MISC', 'word': 'Olympic Games Badminton Competition'}, {'entity': 'PER', 'word': 'A'}, {'entity': 'PER', 'word': '##ya OHORI'}, {'entity': 'PER', 'word': 'Y'}, {'entity': 'PER', 'word': '##E'}]"
18,71,546,8,106674,@nytimes,The New York Times,8s,"Simone Biles, returning to the Olympics after withdrawing from the team final in 2021, won gold in the gymnastics all-around final, beating out Rebeca Andrade of Brazil who won silver. Sunisa Lee of the U.S. claimed bronze. https://nyti.ms/4ftc0oE",simon bile return to the olymp after withdraw from the team final in 2021 won gold in the gymnast allaround final beat out rebeca andrad of brazil who won silver sunisa lee of the us claim bronz,neutral,0.628987729549408,"[{'entity': 'PER', 'word': 'Simone Biles'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'Re'}, {'entity': 'PER', 'word': '##ca Andrade'}, {'entity': 'LOC', 'word': 'Brazil'}, {'entity': 'PER', 'word': 'Sun'}, {'entity': 'PER', 'word': '##isa Lee'}]"
119,1308,34699,396,767026,@PopBase,Pop Base,8s,Suni Lee wins the Bronze medal in the women’s all-around Gymnastics competition at the #Olympics.,suni lee win the bronz medal in the women allaround gymnast competit at the,neutral,0.5128469467163086,"[{'entity': 'PER', 'word': 'Suni Lee'}]"
79,718,5197,79,93460,@AriDrennen,Ari Drennen,8s,"Algeria sending a trans boxer to the Olympics would be huge news to LGBTQI Algerians, who face multiple years in prison if they are caught. This lie is vile, sick, and WEIRD",algeria send a tran boxer to the olymp would be huge news to lgbtqi algerian who face multipl year in prison if they are caught this lie is vile sick and weird,negative,0.8235093355178833,"[{'entity': 'LOC', 'word': 'Algeria'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'MISC', 'word': 'LGBTQI'}]"
10,141,970,10,37865,@Michael888G,MichaelG,8s,"Heartbreaking that a talented woman who's pursued her passion all the way to the Olympics gets let down by the organisation that is meant to protect her.

IOC needs to fix this before a woman gets seriously hurt or worse, dies in the ring from the hands of a mentally ill man.",heartbreak that a talent woman whos pursu her passion all the way to the olymp get let down by the organis that is meant to protect her ioc need to fix this befor a woman get serious hurt or wors die in the ring from the hand of a mental ill man,negative,0.6603109836578369,"[{'entity': 'MISC', 'word': 'Olympics'}]"
79,718,5202,79,93502,@AriDrennen,Ari Drennen,8s,"Algeria sending a trans boxer to the Olympics would be huge news to LGBTQI Algerians, who face multiple years in prison if they are caught. This lie is vile, sick, and WEIRD",algeria send a tran boxer to the olymp would be huge news to lgbtqi algerian who face multipl year in prison if they are caught this lie is vile sick and weird,negative,0.8235093355178833,"[{'entity': 'LOC', 'word': 'Algeria'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'MISC', 'word': 'LGBTQI'}]"
5,7,193,1,5908,@JulioHashem,Julio,8s,"Summer McIntosh, 17 years old: I'm going to Paris to dominate the Olympic Games

Me, 17 years old: I'm going to Hull to buy beer",summer mcintosh 17 year old im go to pari to domin the olymp game me 17 year old im go to hull to buy beer,neutral,0.8585332036018372,"[{'entity': 'PER', 'word': 'Summer McIntosh'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'MISC', 'word': 'Olympic Games'}]"
273,1839,11675,269,954447,@FootbalIhub,Football Hub,8s,Good luck Michaela Tyson who fights tonight in the female Olympic boxing final ,good luck michaela tyson who fight tonight in the femal olymp box final,positive,0.9249677062034607,"[{'entity': 'PER', 'word': 'Michaela Tyson'}]"
3,20,512,36,12948,@boymolish,garçon,8s,kendall jenner in Ralph Lauren Olympic gear,kendal jenner in ralph lauren olymp gear,neutral,0.8841168880462646,[]
5,44,180,3,8771,@WorldAquatics,World Aquatics,8s,Hubert Kos is #Swimming Olympic champion at #Paris2024 in the 200m Back in a time of 1:54.26,hubert kos is olymp champion at in the 200m back in a time of 15426,neutral,0.5255345106124878,"[{'entity': 'PER', 'word': 'Hubert Kos'}, {'entity': 'MISC', 'word': 'Olympic'}]"
68,5212,67762,647,731673,@morganchiles,Club Zweig,8s,this is also the podium in the Face Card Olympics btw.,this is also the podium in the face card olymp btw,neutral,0.8297958374023438,[]
17,14,5132,2,46890,@facs09,Fachriyah sakinah,8s,He looks like just woke up and came to participate in Olympics...,he look like just woke up and came to particip in olymp,neutral,0.764718770980835,[]
51,57,212,7,18564,@nypost,New York Post,8s,"Elon Musk, Riley Gaines speak out on Imane Khelif-Angela Carini Olympics boxing controversy https://trib.al/BYH9Cfk",elon musk riley gain speak out on iman khelifangela carini olymp box controversi,neutral,0.8478628396987915,"[{'entity': 'PER', 'word': 'Elon Musk'}, {'entity': 'PER', 'word': 'Riley Gaines'}, {'entity': 'PER', 'word': 'Imane Khelif'}]"
11,61,184,18,20727,@SuperSportTV,SuperSport,8s,"The routine that secured her the Women's All-Around Gymnastics Gold 

Simone Biles is now a two-time all-around Olympic champion 

#Paris2024 #CloserToYourChampions",the routin that secur her the women allaround gymnast gold simon bile is now a twotim allaround olymp champion,positive,0.6638403534889221,"[{'entity': 'PER', 'word': 'Simone Biles'}, {'entity': 'MISC', 'word': 'Olympic'}]"
10,33,199,3,23999,@NBCNews,NBC News,8s,"Simone Biles and Suni Lee celebrate gold and bronze at the 2024 Paris Olympics. 

https://nbcnews.to/4fmgVI9

 Loic Venance/AFP",simon bile and suni lee celebr gold and bronz at the 2024 pari olymp loic venanceafp,neutral,0.8149480223655701,"[{'entity': 'PER', 'word': 'Simone Biles'}, {'entity': 'PER', 'word': 'Suni Lee'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'ORG', 'word': 'Loic Vce'}]"
9,158,1981,48,53057,@itanastics,ITANASTICS,8s,"ALICE D’AMATO HAI IL MIO CUORE 

“I’m just genuinely happy because I’m behind Biles, Andrade and the Ex Olympic AA Champion 

I can just learn from them.”

#italgym #GiochiOlimpici #Paris2024",alic damato hai il mio cuor im just genuin happi becaus im behind bile andrad and the ex olymp aa champion i can just learn from them,positive,0.8377329707145691,"[{'entity': 'ORG', 'word': 'AL'}, {'entity': 'ORG', 'word': '’ AMATOAI IL MIO C'}, {'entity': 'PER', 'word': 'Biles'}, {'entity': 'PER', 'word': 'Andrade'}, {'entity': 'MISC', 'word': 'Ex'}, {'entity': 'MISC', 'word': 'Olympic AA'}, {'entity': 'MISC', 'word': 'GiochiOlimpici'}]"
321,1482,2247,76,295788,@BWFScore,BWFScore,8s,"Paris 2024 Olympic Games Badminton Competition
Mixed Doubles - Semi-finals
             KIM Won Ho
21 20 23 JEONG Na Eun
             SEO Seung Jae
16 22 21 CHAE Yu Jung

 in 72 minutes",pari 2024 olymp game badminton competit mix doubl semifin kim won ho 21 20 23 jeong na eun seo seung jae 16 22 21 chae yu jung in 72 minut,neutral,0.9106225967407227,"[{'entity': 'LOC', 'word': 'Paris'}, {'entity': 'MISC', 'word': 'Olympic Games Badminton Competition'}, {'entity': 'ORG', 'word': 'KIM Won Ho'}, {'entity': 'PER', 'word': 'J'}, {'entity': 'PER', 'word': 'Seungae'}]"
5,72,187,8,4178,@BoPolny,Bo Polny,8s,"Olympics 2024... believes it is OK to:
Mock God!
Hit Women!
What's NEXT??

GOD is Watching Everything!!!

WORD given to Janie Seguin, Prophet, 7/28/2024... ""Paris will either Repent, or shall BURN from this 'Act of Mockery'.
@janie777
WORD given to Brandon Biggs, Prophet, 3/16/2024... ""The Lord showed me Paris on FIRE - The Olympics we must pray"".  https://youtu.be/JwymtPyUhY0?si=A-8P2B3-3exPFqZw……

“By the mouth of two or three witnesses every WORD shall be established.” - 2 Corinthians 13:1",olymp 2024 believ it is ok to mock god hit women what next god is watch everyth word given to jani seguin prophet 7282024 pari will either repent or shall burn from this act of mockeri word given to brandon bigg prophet 3162024 the lord show me pari on fire the olymp we must pray by the mouth of two or three wit everi word shall be establish 2 corinthian 131,negative,0.6639265418052673,"[{'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'God'}, {'entity': 'PER', 'word': 'Jan'}, {'entity': 'PER', 'word': '##ie Seguin'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'PER', 'word': 'Brandon Biggs'}, {'entity': 'PER', 'word': 'Lord'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'MISC', 'word': 'Olympics'}]"
2,71,451,12,9135,@ReadMyMiind_94,Gandalfette94,8s,"Ah yes, the Olympics…",ah yes the olymp,positive,0.9259999990463257,[]
17,242,2090,22,60868,@CBCOlympics,CBC Olympics,8s,"""Summer McIntosh, Olympic record holder"" has a certain je ne sais quoi 

Summer McIntosh is golden again in Paris, this time in the women’s 200m butterfly where she set a new Olympic record 

#MedalMoments presented by 
@petrocanada",summer mcintosh olymp record holder has a certain je ne sai quoi summer mcintosh is golden again in pari this time in the women 200m butterfli where she set a new olymp record present by,positive,0.9064764380455017,"[{'entity': 'PER', 'word': 'Summer McIntosh'}, {'entity': 'MISC', 'word': 'Olympic'}, {'entity': 'PER', 'word': 'Summer McIntosh'}, {'entity': 'LOC', 'word': 'Paris'}]"
7,5,300,2,5612,@Komaniecki_R,Robert Komaniecki,8s,"We've been watching Olympic gymnastics with our toddler and she's hyped beyond belief, today she has her under-3y/o gymnastics class and she's fully convinced she's going to do multiple flips like Simone Biles as well as master the pommel horse",weve been watch olymp gymnast with our toddler and shes hype beyond belief today she has her under3yo gymnast class and shes fulli convinc shes go to do multipl flip like simon bile as well as master the pommel hors,positive,0.9680927395820618,"[{'entity': 'MISC', 'word': 'Olympic'}]"
97,46,200,30,55155,@MarioNawfal,Mario Nawfal,8s,"VOX: OLYMPICS HAVE A PROBLEM WITH TRANS ATHLETES BECAUSE OF THE NAZIS… 

Vox suggests that issues with trans athletes in the Olympics stem from Nazi Germany’s “gender surveillance and trans panic.”

The article connects this to a “general fear of masculine women in sports.”

Source: Vox",vox olymp have a problem with tran athlet becaus of the nazi vox suggest that issu with tran athlet in the olymp stem from nazi germani gender surveil and tran panic the articl connect this to a general fear of masculin women in sport sourc vox,negative,0.7656494975090027,"[{'entity': 'ORG', 'word': 'OLYMP'}, {'entity': 'MISC', 'word': 'NAZ'}, {'entity': 'ORG', 'word': 'Vox'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'LOC', 'word': 'Nazi Germany'}]"
16,25,580,16,54627,@LouisAlbertoIT,Louis Alberto,8s,"Turkish John Wick 
Looks like he was taking a walk around the park then decided to drop by for the Olympics  

The name’s Dikeç. Yusuf Dikeç. 
Both eyes opened.  
Hand in the pocket. 
Too easy for him  
#Paris2024.",turkish john wick look like he was take a walk around the park then decid to drop by for the olymp the name dikeç yusuf dikeç both eye open hand in the pocket too easi for him,neutral,0.8679066896438599,"[{'entity': 'MISC', 'word': 'Turkish'}, {'entity': 'PER', 'word': 'John Wick'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'Dikeç'}, {'entity': 'PER', 'word': 'Yusuf Dikeç'}]"
25,30,519,24,31323,@ManagerTactical,Tactical Manager,8s,I have never seen a single Olympics with this much aura!!!,i have never seen a singl olymp with this much aura,positive,0.4772774279117584,[]
2,14,385,24,24364,@fettR6S,fett,8s,TEAM JAPAN WITH THE TRIPLE KILL ECHO JUMPOUT AT THE R6 OLYMPICS,team japan with the tripl kill echo jumpout at the r6 olymp,neutral,0.8393705487251282,"[{'entity': 'LOC', 'word': 'JAP'}]"
268,3513,39182,294,528890,@PopBase,Pop Base,8s,Rebeca Andrade wins the Silver medal in the women’s all-around Gymnastics competition at the #Olympics.,rebeca andrad win the silver medal in the women allaround gymnast competit at the,neutral,0.5396566390991211,"[{'entity': 'PER', 'word': 'Reca Andrade'}]"
2,23,1162,16,63679,@jordynsleftbrow,SUNI LEE 2X OLYMPIC CHAMPION,8s,Convincing myself she’s talking about vault finals and not LA,convinc myself shes talk about vault final and not la,neutral,0.8010974526405334,[]
2,19,352,3,9536,@AGunsberger,A.Günsberger,8s,"Izraelec Peter Paltchik se rozplakal s trenérem Orenem Smadjou poté, co právě vyhrál bronz v judu.

Smadja ztratil svého syna Omera v Gaze jen před měsícem. Pláče s nimi celá země. #Olympics   ",izraelec peter paltchik se rozplak s trenérem orenem smadjou poté co právě vyhrál bronz v judu smadja ztratil svého syna omera v gaze jen před měsícem pláče s nimi celá země,neutral,0.8673430681228638,"[{'entity': 'ORG', 'word': 'Izraelec'}, {'entity': 'PER', 'word': 'Peter Paltchik'}, {'entity': 'ORG', 'word': 'Orenem'}, {'entity': 'MISC', 'word': 'Sjou'}, {'entity': 'ORG', 'word': 'S'}, {'entity': 'ORG', 'word': 'Omera'}, {'entity': 'LOC', 'word': 'Ge'}, {'entity': 'LOC', 'word': '##ě'}]"
7,22,320,3,29085,@_MLFootball,MLFootball,8s,WHOLESOME: Simone Biles & her husband Bears DB Jonathan Owens celebrating her becoming a 2x Olympic all-around champion,wholesom simon bile her husband bear db jonathan owen celebr her becom a 2x olymp allaround champion,neutral,0.7206892371177673,"[{'entity': 'PER', 'word': 'Simone Biles'}, {'entity': 'ORG', 'word': 'Bears'}, {'entity': 'PER', 'word': 'Jonathan Owens'}]"
39,30,264,6,29373,@TheSaurus831,The Saurus,8s,"The faux outrage era is so cringe. People now pretending to be mad that a woman beat another woman in Olympic boxing because some right wing weirdos are falsely claiming one boxer is “trans” which is something that can be disproven by anyone with a working brain who can read at a first grade level

You guys are fucking weirdos",the faux outrag era is so cring peopl now pretend to be mad that a woman beat anoth woman in olymp box becaus some right wing weirdo are fals claim one boxer is tran which is someth that can be disproven by anyon with a work brain who can read at a first grade level you guy are fuck weirdo,negative,0.9007663130760193,[]
100,76,678,15,57818,@Breedlove22,Robert ₿reedlove,8s,Biological man batters a biological woman in clown world Olympic Games. My how far Western Civilization has fallen…  ,biolog man batter a biolog woman in clown world olymp game my how far western civil has fallen,negative,0.7751724123954773,"[{'entity': 'MISC', 'word': 'Olympic Games'}]"
2,310,865,21,23372,@mefeater,MEFeater Magazine,8s,"Simone Biles once again wins the gold! She is the first Woman to win two #Olympic All-Around Titles since Vera Caslavska in 1964 and 1968!

This is her 6th Olympic Gold medal. More than any American gymnast, male or female, in history. ",simon bile onc again win the gold she is the first woman to win two allaround titl sinc vera caslavska in 1964 and 1968 this is her 6th olymp gold medal more than ani american gymnast male or femal in histori,positive,0.9123578071594238,"[{'entity': 'PER', 'word': 'Simone Biles'}, {'entity': 'MISC', 'word': 'Olympic All Around Title'}, {'entity': 'PER', 'word': 'Vera Caslavska'}, {'entity': 'MISC', 'word': 'Olympic Gold'}]"
81,60,300,7,8757,@OlgaBazova,Olga Bazova,8s,"NEWSFLASH: ""I’m not just a woman, at heart I’m a 10-year-old girl,” the Algerian man, who beat an Italian woman in a bout at Paris Olympics, promised to participate in children’s competitions.",newsflash im not just a woman at heart im a 10yearold girl the algerian man who beat an italian woman in a bout at pari olymp promis to particip in children competit,neutral,0.5962681174278259,"[{'entity': 'MISC', 'word': 'Algerian'}, {'entity': 'MISC', 'word': 'Italian'}, {'entity': 'LOC', 'word': 'Paris'}]"
149,2906,48833,580,762437,@PopBase,Pop Base,8s,"Simone Biles becomes the oldest #Olympics women’s gymnastics champion in 72 years, since 1952.",simon bile becom the oldest women gymnast champion in 72 year sinc 1952,neutral,0.534465491771698,"[{'entity': 'PER', 'word': 'Simone Biles'}]"
11,24,199,4,3287,@robintran04,Robin Tran,8s,"In light of the boxing controversy at the Olympics, it is my firm belief that no woman should be allowed to play sports anywhere because they must be protected at all costs and they might get hurt and that would make everybody sad ",in light of the box controversi at the olymp it is my firm belief that no woman should be allow to play sport anywher becaus they must be protect at all cost and they might get hurt and that would make everybodi sad,negative,0.8783975839614868,[]
26,272,275,11,10085,@PecanC8,𝓟𝓔𝓒𝓐𝓝C8,8s,"A North Carolina female volleyball player, left partially paralyzed by a transgender opponent, has slammed the Olympics over its boxing controversy. 

Payton McNabb was only 17 when a ball spiked by a trans biological male opponent with great force struck her in the face and knocked her out. It was reported afterwards that the 5ft 11in trans player cackled in delight.",a north carolina femal volleybal player left partial paralyz by a transgend oppon has slam the olymp over it box controversi payton mcnabb was onli 17 when a ball spike by a tran biolog male oppon with great forc struck her in the face and knock her out it was report afterward that the 5ft 11in tran player cackl in delight,neutral,0.7219004034996033,"[{'entity': 'LOC', 'word': 'North Carolina'}, {'entity': 'MISC', 'word': 'Olympics'}]"
69,59,2038,15,46022,@BKrejcikova,Barbora Krejcikova,8s,"Some losses are more painful than others.   I left everything out there. 

But I still love you, Paris. 

Thank you for all the support! 

#olympics",some loss are more pain than other i left everyth out there but i still love you pari thank you for all the support,positive,0.5475525259971619,[]
20,8,480,3,13172,@HannahPosted,Hannah Posts,8s,"All else aside, shouldn't you expect the punches at the Olympics to be pretty much the hardest ever?",all els asid shouldnt you expect the punch at the olymp to be pretti much the hardest ever,negative,0.5456245541572571,[]
195,174,2024,15,114882,@Cernovich,Cernovich,8s,Is this that male boxer from the Olympics that everyone is mad at?,is this that male boxer from the olymp that everyon is mad at,neutral,0.5166334509849548,[]
1735,7579,43854,179,645000,@megynkelly,Megyn Kelly,8s,Looking forward to Jennifer Aniston speaking out on the unfairness & danger of men pummeling women in the face at the Olympics (now that she’s such a champion of women’s rights). #IStandWithCarini,look forward to jennif aniston speak out on the unfair danger of men pummel women in the face at the olymp now that shes such a champion of women right,positive,0.6809526085853577,"[{'entity': 'PER', 'word': 'Jennifer Aniston'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'IS'}]"
26,263,6131,166,86100,@oncloud_e,Cloudy (estrogen angel),8s,"joining the olympics next time to show them how a REAL woman takes a punch to the face, or the nneck, or the tumm.,yy,, ueghhe...",join the olymp next time to show them how a real woman take a punch to the face or the nneck or the tummyy ueghh,negative,0.5013659000396729,[]
12,19,1031,9,41089,@Devin_Heroux,Devin Heroux,8s,"Wow.

It’s hard not to get emotional over all of this. 

Feels like yesterday I was on the pool deck with 14-year-old Summer McIntosh. Her telling me about dreams of Olympic gold.

They’ve become reality.",wow it hard not to get emot over all of this feel like yesterday i was on the pool deck with 14yearold summer mcintosh her tell me about dream of olymp gold theyv becom realiti,neutral,0.515924334526062,"[{'entity': 'PER', 'word': 'Summer McIntosh'}]"
507,1408,13309,201,623186,@YourAnonNews,Anonymous,8s,Good,good,positive,0.6512178182601929,[]
7,42,214,2,8382,@theblaze,TheBlaze,8s,Trump responds to Olympics boxing controversy and promises to keep men out of women's sports:,trump respond to olymp box controversi and promis to keep men out of women sport,negative,0.5356081128120422,"[{'entity': 'PER', 'word': 'Trump'}]"
84,62,523,2,29473,@asymmetricinfo,Megan McArdle,8s,The real hot take is that boxing presents an unacceptable risk of brain injury and should not be an Olympic sport.,the real hot take is that box present an unaccept risk of brain injuri and should not be an olymp sport,negative,0.8854962587356567,[]
32,384,2504,37,37780,@YellowFlashGuy,Flash,8s,The 2024 Olympics,the 2024 olymp,neutral,0.7623228430747986,"[{'entity': 'MISC', 'word': '202'}]"
70,10,669,11,151052,@TheDunkinHOnut,DunkinHOnut,8s,"Here’s the thing.

She tested high enough to be DQ from other federations, why not the Olympics? 

I think that’s the bigger question.",here the thing she test high enough to be dq from other feder whi not the olymp i think that the bigger question,neutral,0.8403007388114929,[]
239,14019,114965,1038,1312541,@PopBase,Pop Base,8s,"Simone Biles now has six gold medals — the most for any American gymnast, male or female, in #Olympics history.",simon bile now has six gold medal the most for ani american gymnast male or femal in histori,positive,0.6050185561180115,"[{'entity': 'PER', 'word': 'Simone Biles'}, {'entity': 'MISC', 'word': 'American'}]"
6,93,858,5,16793,@BamaGymnastics,Alabama Gymnastics,8s,"An inspiration... A Legend… An Olympian. 

Congratulations to our Women’s All-Around Finalist, Luisa Blanco, on her showing at the 2024 Paris Olympics!

Her joyful spirit was contagious throughout and was felt by all who watched her debut at the Olympic Games.

We are so proud of you, Lu! Vamos, Colombia!  

: John Cheng/USA Gymnastics

#RollTide | #OlympiansMadeHere | #WhereLegendsAreMade",an inspir a legend an olympian congratul to our women allaround finalist luisa blanco on her show at the 2024 pari olymp her joy spirit was contagi throughout and was felt by all who watch her debut at the olymp game we are so proud of you lu vamo colombia john chengusa gymnast,positive,0.98421311378479,"[{'entity': 'MISC', 'word': 'Olympia Around'}, {'entity': 'PER', 'word': 'Luisa Blanco'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'MISC', 'word': 'Olympic Games'}, {'entity': 'PER', 'word': 'Lu'}, {'entity': 'LOC', 'word': 'Colombia'}, {'entity': 'PER', 'word': 'John Cheng'}, {'entity': 'ORG', 'word': 'USA Gymics'}]"
14,11,1168,21,57709,@DiddlyDonger,Diddly,8s,Idk I don’t get to decide what’s fair in the olympics. But intersex people have already been competing for almost a century,idk i dont get to decid what fair in the olymp but intersex peopl have alreadi been compet for almost a centuri,negative,0.5909279584884644,[]
61,608,5624,56,102416,@PopCrave,Pop Crave,8s,Simone Biles becomes the first woman to win two #Olympics All-Around Titles since Vera Caslavska in 1964 and 1968.,simon bile becom the first woman to win two allaround titl sinc vera caslavska in 1964 and 1968,neutral,0.5136365294456482,"[{'entity': 'PER', 'word': 'Simone Biles'}, {'entity': 'MISC', 'word': 'Olympics All - Around Title'}]"
991,670,3640,15,99495,@laurenboebert,Lauren Boebert,8s,"Many of us watched in horror as Angela Carini was beaten up by a man in the Olympic boxing match today.

Kamala Harris won’t condemn or speak out against what she saw, because she supports men playing in women’s sports. 

She’s the embodiment of the radical Left.",mani of us watch in horror as angela carini was beaten up by a man in the olymp box match today kamala harri wont condemn or speak out against what she saw becaus she support men play in women sport shes the embodi of the radic left,negative,0.7461550235748291,"[{'entity': 'PER', 'word': 'Angela Carini'}, {'entity': 'MISC', 'word': 'Olympic'}, {'entity': 'PER', 'word': 'Kamal'}]"
11,72,357,1,7024,@OlympicEsporte,Olympic Esporte,8s,"O BRASIL JÁ CONQUISTOU 6 MEDALHAS EM #Paris2024 

Rebeca Andrade Ginástica Artística 
Caio Bonfim na Marcha Atlética 
William Lima no Judô 
Larissa Pimenta no Judô 
Ginástica Artística Equipe Feminina 
Rayssa Leal no Skate Street 

Olimpíadas #Paris2024 
#OlympicGames #Olympics",o brasil já conquistou 6 medalha em rebeca andrad ginástica artística caio bonfim na marcha atlética william lima no judô larissa pimenta no judô ginástica artística equip feminina rayssa leal no skate street olimpíada,neutral,0.8695784211158752,"[{'entity': 'ORG', 'word': 'O BRASIL JÁ CO'}, {'entity': 'ORG', 'word': 'MEDALHAS EM'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'ORG', 'word': 'Rebecarade Ginástica Artística'}, {'entity': 'ORG', 'word': 'Caio na Marcha Atlética'}, {'entity': 'ORG', 'word': 'William'}, {'entity': 'ORG', 'word': 'Juô'}, {'entity': 'ORG', 'word': 'Larissa Pimenta'}, {'entity': 'ORG', 'word': 'Juô'}, {'entity': 'ORG', 'word': 'Ginástica Artística Equipe Feminina'}, {'entity': 'ORG', 'word': 'Rayssal Street Olimíadas'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'MISC', 'word': 'OlympicGames'}]"
45,111,907,4,120212,@BBCWorld,BBC News (World),8s,Biles wins all-around title for sixth Olympic gold,bile win allaround titl for sixth olymp gold,positive,0.6058465838432312,"[{'entity': 'PER', 'word': 'Biles'}]"
14,95,952,23,66032,@MagicJohnson,Earvin Magic Johnson,8s,"It’s truly amazing that in 2017, I sat with Simone and her parents in the gym they own in Houston discussing her first Olympic all-around gold medal in Rio (2016), and she’s just won again today in 2024! I’m looking forward to seeing how the most decorated olympic gymnast continues to create history in the individual events this week ",it truli amaz that in 2017 i sat with simon and her parent in the gym they own in houston discuss her first olymp allaround gold medal in rio 2016 and shes just won again today in 2024 im look forward to see how the most decor olymp gymnast continu to creat histori in the individu event this week,positive,0.9681527614593506,"[{'entity': 'PER', 'word': 'Simone'}, {'entity': 'LOC', 'word': 'Houston'}, {'entity': 'MISC', 'word': 'Olympic'}]"
26,51,1715,16,22253,@b0gur,bogur,8s,"imagine training your whole life to make it to the olympics  just to quit 30 seconds into your match

absolute skill issue",imagin train your whole life to make it to the olymp just to quit 30 second into your match absolut skill issu,neutral,0.5530071258544922,[]
81,65,267,6,85671,@Olympics,The Olympic Games,8s,"Regan Smith claims #silver in swimming women's 200m butterfly 
@TeamUSA
 | 
@WorldAquatics
 | #Swimming | #Paris2024 | #Samsung | #TogetherforTomorrow",regan smith claim in swim women 200m butterfli,neutral,0.8905375599861145,"[{'entity': 'PER', 'word': 'Regan Smith'}, {'entity': 'ORG', 'word': 'TeamUSA'}, {'entity': 'ORG', 'word': 'WorldAquatics'}, {'entity': 'ORG', 'word': 'Swimming'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'ORG', 'word': 'Samsung'}, {'entity': 'ORG', 'word': 'Togetherfo'}]"
3,87,1934,14,21216,@wutswongwithyou,Dillon | PARIS 2024 SZN,8s,"Suni making it back to the Olympics after her health issues and getting back on the podium 

Rebeca at the pinnacle of her career to give Simone a run for her money and place 2nd 

Simone making her way back on top after pulling out in 2021 and eight years since her first title",suni make it back to the olymp after her health issu and get back on the podium rebeca at the pinnacl of her career to give simon a run for her money and place 2nd simon make her way back on top after pull out in 2021 and eight year sinc her first titl,positive,0.601905107498169,"[{'entity': 'PER', 'word': 'Suni'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'Rebeca'}, {'entity': 'PER', 'word': 'Simone'}]"
